workflow_id,condition,n_errors,n_kinds,passes_actionlint
firecracker-microvm/firecracker/.github/workflows/trigger_ab_tests.yml/11f2d43d4a41fbdc14ab97cd365d3c9c054034f8,pro,1.0,1.0,False
firecracker-microvm/firecracker/.github/workflows/trigger_ab_tests.yml/11f2d43d4a41fbdc14ab97cd365d3c9c054034f8,flash,1.0,1.0,False
firecrawl/firecrawl/.github/workflows/publish-python-sdk.yml/aea634ae2223ae7e2237120fae4b8c70f743d054,gold,1.0,1.0,False
firecrawl/firecrawl/.github/workflows/publish-python-sdk.yml/aea634ae2223ae7e2237120fae4b8c70f743d054,pro,2.0,2.0,False
firecrawl/firecrawl/.github/workflows/publish-python-sdk.yml/aea634ae2223ae7e2237120fae4b8c70f743d054,flash,3.0,3.0,False
fish-shell/fish-shell/.github/workflows/staticbuild.yml/3360dcbebced3f187cb82caefb260f8686535a8e,gold,6.0,2.0,False
fish-shell/fish-shell/.github/workflows/staticbuild.yml/3360dcbebced3f187cb82caefb260f8686535a8e,pro,1.0,1.0,False
fish-shell/fish-shell/.github/workflows/staticbuild.yml/3360dcbebced3f187cb82caefb260f8686535a8e,flash,8.0,1.0,False
floating-ui/floating-ui/.github/workflows/rollingversions.yml/8b740c2f4da51aae6a1c245a56880ea29c437d1f,gold,2.0,1.0,False
floating-ui/floating-ui/.github/workflows/rollingversions.yml/8b740c2f4da51aae6a1c245a56880ea29c437d1f,pro,0.0,0.0,True
floating-ui/floating-ui/.github/workflows/rollingversions.yml/8b740c2f4da51aae6a1c245a56880ea29c437d1f,flash,1.0,1.0,False
FlowiseAI/Flowise/.github/workflows/docker-image.yml/ef532866fde6b32305eadf076a220926c3c732a6,gold,1.0,1.0,False
FlowiseAI/Flowise/.github/workflows/docker-image.yml/ef532866fde6b32305eadf076a220926c3c732a6,pro,0.0,0.0,True
FlowiseAI/Flowise/.github/workflows/docker-image.yml/ef532866fde6b32305eadf076a220926c3c732a6,flash,0.0,0.0,True
flutter/flutter/.github/workflows/content-aware-hash.yml/329f36e521f37cca0d6cd60190c760a5b261962b,gold,0.0,0.0,True
flutter/flutter/.github/workflows/content-aware-hash.yml/329f36e521f37cca0d6cd60190c760a5b261962b,pro,2.0,2.0,False
flutter/flutter/.github/workflows/content-aware-hash.yml/329f36e521f37cca0d6cd60190c760a5b261962b,flash,2.0,2.0,False
FoundationAgents/MetaGPT/.github/workflows/unittest.yaml/3cc485e8e94d9ad8065cf8975947005d6394e15d,gold,7.0,1.0,False
FoundationAgents/MetaGPT/.github/workflows/unittest.yaml/3cc485e8e94d9ad8065cf8975947005d6394e15d,pro,1.0,1.0,False
FoundationAgents/MetaGPT/.github/workflows/unittest.yaml/3cc485e8e94d9ad8065cf8975947005d6394e15d,flash,0.0,0.0,True
freecodecamp/devdocs/.github/workflows/build.yml/08eeae35b697816d48cc3e6d74d720ac494dc51a,gold,0.0,0.0,True
freecodecamp/devdocs/.github/workflows/build.yml/08eeae35b697816d48cc3e6d74d720ac494dc51a,pro,0.0,0.0,True
freecodecamp/devdocs/.github/workflows/build.yml/08eeae35b697816d48cc3e6d74d720ac494dc51a,flash,0.0,0.0,True
freecodecamp/freecodecamp/.github/workflows/docker-docr-cleanup.yml/22fb9bc43b0328a7523f4b5429b71f783002f20e,gold,0.0,0.0,True
freecodecamp/freecodecamp/.github/workflows/docker-docr-cleanup.yml/22fb9bc43b0328a7523f4b5429b71f783002f20e,pro,2.0,1.0,False
freecodecamp/freecodecamp/.github/workflows/docker-docr-cleanup.yml/22fb9bc43b0328a7523f4b5429b71f783002f20e,flash,5.0,4.0,False
fuellabs/fuels-rs/.github/workflows/ci.yml/7b5fcc13ac24a2acba6bf6bd35189ea2b1b57e4f,gold,22.0,4.0,False
fuellabs/fuels-rs/.github/workflows/ci.yml/7b5fcc13ac24a2acba6bf6bd35189ea2b1b57e4f,pro,6.0,2.0,False
fuellabs/fuels-rs/.github/workflows/ci.yml/7b5fcc13ac24a2acba6bf6bd35189ea2b1b57e4f,flash,8.0,2.0,False
fuellabs/sway/.github/workflows/ci.yml/90c9b56a7fc313321fcc7580314284080d00078f,gold,59.0,4.0,False
fuellabs/sway/.github/workflows/ci.yml/90c9b56a7fc313321fcc7580314284080d00078f,pro,13.0,2.0,False
fuellabs/sway/.github/workflows/ci.yml/90c9b56a7fc313321fcc7580314284080d00078f,flash,16.0,3.0,False
gchq/cyberchef/.github/workflows/releases.yml/274f3acd454f25ff0cd4160dbb26e8f663fee760,gold,10.0,1.0,False
gchq/cyberchef/.github/workflows/releases.yml/274f3acd454f25ff0cd4160dbb26e8f663fee760,pro,0.0,0.0,True
gchq/cyberchef/.github/workflows/releases.yml/274f3acd454f25ff0cd4160dbb26e8f663fee760,flash,1.0,1.0,False
gedoor/legado/.github/workflows/web.yml/42638f8ee5e16069a810ac33991472a540674e4c,gold,0.0,0.0,True
gedoor/legado/.github/workflows/web.yml/42638f8ee5e16069a810ac33991472a540674e4c,pro,0.0,0.0,True
gedoor/legado/.github/workflows/web.yml/42638f8ee5e16069a810ac33991472a540674e4c,flash,0.0,0.0,True
geekan/MetaGPT/.github/workflows/unittest.yaml/3cc485e8e94d9ad8065cf8975947005d6394e15d,gold,7.0,1.0,False
geekan/MetaGPT/.github/workflows/unittest.yaml/3cc485e8e94d9ad8065cf8975947005d6394e15d,pro,2.0,1.0,False
geekan/MetaGPT/.github/workflows/unittest.yaml/3cc485e8e94d9ad8065cf8975947005d6394e15d,flash,3.0,2.0,False
geekcomputers/python/.github/workflows/Codeql.yml/9fd0e657287ab3eb90265b2e39be1fbbe62e2ce5,gold,0.0,0.0,True
geekcomputers/python/.github/workflows/Codeql.yml/9fd0e657287ab3eb90265b2e39be1fbbe62e2ce5,pro,0.0,0.0,True
geekcomputers/python/.github/workflows/Codeql.yml/9fd0e657287ab3eb90265b2e39be1fbbe62e2ce5,flash,0.0,0.0,True
genymobile/scrcpy/.github/workflows/release.yml/a5844e198e9bc53653c8658d53b7b9df4e122cc0,gold,0.0,0.0,True
genymobile/scrcpy/.github/workflows/release.yml/a5844e198e9bc53653c8658d53b7b9df4e122cc0,pro,1.0,1.0,False
genymobile/scrcpy/.github/workflows/release.yml/a5844e198e9bc53653c8658d53b7b9df4e122cc0,flash,0.0,0.0,True
ggerganov/llama.cpp/.github/workflows/build-riscv-native.yml/648ebcdb739abfb5a9be14f4c5c0fd19ff268ef0,gold,22.0,3.0,False
ggerganov/llama.cpp/.github/workflows/build-riscv-native.yml/648ebcdb739abfb5a9be14f4c5c0fd19ff268ef0,pro,10.0,4.0,False
ggerganov/llama.cpp/.github/workflows/build-riscv-native.yml/648ebcdb739abfb5a9be14f4c5c0fd19ff268ef0,flash,11.0,3.0,False
ggerganov/whisper.cpp/.github/workflows/build.yml/844d60b284ae98db042c8c79d188dda1f606340b,gold,13.0,4.0,False
ggerganov/whisper.cpp/.github/workflows/build.yml/844d60b284ae98db042c8c79d188dda1f606340b,pro,2.0,1.0,False
ggerganov/whisper.cpp/.github/workflows/build.yml/844d60b284ae98db042c8c79d188dda1f606340b,flash,5.0,1.0,False
ggml-org/llama.cpp/.github/workflows/build-riscv-native.yml/648ebcdb739abfb5a9be14f4c5c0fd19ff268ef0,gold,22.0,3.0,False
ggml-org/llama.cpp/.github/workflows/build-riscv-native.yml/648ebcdb739abfb5a9be14f4c5c0fd19ff268ef0,pro,11.0,4.0,False
ggml-org/llama.cpp/.github/workflows/build-riscv-native.yml/648ebcdb739abfb5a9be14f4c5c0fd19ff268ef0,flash,24.0,5.0,False
ggml-org/whisper.cpp/.github/workflows/build.yml/844d60b284ae98db042c8c79d188dda1f606340b,gold,13.0,4.0,False
ggml-org/whisper.cpp/.github/workflows/build.yml/844d60b284ae98db042c8c79d188dda1f606340b,pro,0.0,0.0,True
ggml-org/whisper.cpp/.github/workflows/build.yml/844d60b284ae98db042c8c79d188dda1f606340b,flash,3.0,2.0,False
ghostty-org/ghostty/.github/workflows/test.yml/5a7c40e3f174f168aab25fd4fc4cd3866066d8a4,gold,56.0,2.0,False
ghostty-org/ghostty/.github/workflows/test.yml/5a7c40e3f174f168aab25fd4fc4cd3866066d8a4,pro,29.0,4.0,False
ghostty-org/ghostty/.github/workflows/test.yml/5a7c40e3f174f168aab25fd4fc4cd3866066d8a4,flash,25.0,5.0,False
gin-gonic/gin/.github/workflows/goreleaser.yml/60e24d5690296e583c1ad67579b1f016da76df3d,gold,0.0,0.0,True
gin-gonic/gin/.github/workflows/goreleaser.yml/60e24d5690296e583c1ad67579b1f016da76df3d,pro,0.0,0.0,True
gin-gonic/gin/.github/workflows/goreleaser.yml/60e24d5690296e583c1ad67579b1f016da76df3d,flash,1.0,1.0,False
git/git/.github/workflows/main.yml/8cb514d1cbaf7b8adfc92e348a1706acc62fabdb,gold,2.0,1.0,False
git/git/.github/workflows/main.yml/8cb514d1cbaf7b8adfc92e348a1706acc62fabdb,pro,5.0,3.0,False
git/git/.github/workflows/main.yml/8cb514d1cbaf7b8adfc92e348a1706acc62fabdb,flash,2.0,1.0,False
gkd-kit/gkd/.github/workflows/Apk-Build.yml/5c0f244d31d796cf132138607cb9c4cde0cb6984,gold,0.0,0.0,True
gkd-kit/gkd/.github/workflows/Apk-Build.yml/5c0f244d31d796cf132138607cb9c4cde0cb6984,pro,0.0,0.0,True
gkd-kit/gkd/.github/workflows/Apk-Build.yml/5c0f244d31d796cf132138607cb9c4cde0cb6984,flash,0.0,0.0,True
go-gitea/gitea/.github/workflows/release-nightly.yml/0ab9b7f426d2bebea450a46fa81de7444640bde7,gold,7.0,2.0,False
go-gitea/gitea/.github/workflows/release-nightly.yml/0ab9b7f426d2bebea450a46fa81de7444640bde7,pro,7.0,2.0,False
go-gitea/gitea/.github/workflows/release-nightly.yml/0ab9b7f426d2bebea450a46fa81de7444640bde7,flash,10.0,4.0,False
go-gorm/gorm/.github/workflows/ci.yml/60d1e68567b9592f9620be914dc9d826884e1756,gold,10.0,1.0,False
go-gorm/gorm/.github/workflows/ci.yml/60d1e68567b9592f9620be914dc9d826884e1756,pro,1.0,1.0,False
go-gorm/gorm/.github/workflows/ci.yml/60d1e68567b9592f9620be914dc9d826884e1756,flash,8.0,3.0,False
gofiber/fiber/.github/workflows/test.yml/ded56306b7523a3325a836b444415454ceb92486,gold,0.0,0.0,True
gofiber/fiber/.github/workflows/test.yml/ded56306b7523a3325a836b444415454ceb92486,pro,1.0,1.0,False
gofiber/fiber/.github/workflows/test.yml/ded56306b7523a3325a836b444415454ceb92486,flash,2.0,1.0,False
gogs/gogs/.github/workflows/docker.yml/8ee734b1df40e291e1199a3a1b1c2ce4a09ed57c,gold,4.0,1.0,False
gogs/gogs/.github/workflows/docker.yml/8ee734b1df40e291e1199a3a1b1c2ce4a09ed57c,pro,2.0,1.0,False
gogs/gogs/.github/workflows/docker.yml/8ee734b1df40e291e1199a3a1b1c2ce4a09ed57c,flash,4.0,2.0,False
gohugoio/hugo/.github/workflows/test.yml/cea157402365f34a69882110a4208999728007a6,gold,0.0,0.0,True
gohugoio/hugo/.github/workflows/test.yml/cea157402365f34a69882110a4208999728007a6,pro,1.0,1.0,False
gohugoio/hugo/.github/workflows/test.yml/cea157402365f34a69882110a4208999728007a6,flash,33.0,1.0,False
goldbergyoni/nodebestpractices/.github/workflows/lint-and-generate-html-from-markdown.yml/07da208bf901f5eff49ee626a7ac7fd0fe35bd16,gold,10.0,3.0,False
goldbergyoni/nodebestpractices/.github/workflows/lint-and-generate-html-from-markdown.yml/07da208bf901f5eff49ee626a7ac7fd0fe35bd16,pro,3.0,1.0,False
goldbergyoni/nodebestpractices/.github/workflows/lint-and-generate-html-from-markdown.yml/07da208bf901f5eff49ee626a7ac7fd0fe35bd16,flash,6.0,4.0,False
google/jax/.github/workflows/numpy_nightly.yml/13ca7002b0f5197b7c7e2a8d11a6a9490d4a9ef0,gold,12.0,3.0,False
google/jax/.github/workflows/numpy_nightly.yml/13ca7002b0f5197b7c7e2a8d11a6a9490d4a9ef0,pro,10.0,3.0,False
google/jax/.github/workflows/numpy_nightly.yml/13ca7002b0f5197b7c7e2a8d11a6a9490d4a9ef0,flash,17.0,4.0,False
google/leveldb/.github/workflows/build.yml/5783a79309bfcd2089147bd474f796347e4a2d1e,gold,1.0,1.0,False
google/leveldb/.github/workflows/build.yml/5783a79309bfcd2089147bd474f796347e4a2d1e,pro,0.0,0.0,True
google/leveldb/.github/workflows/build.yml/5783a79309bfcd2089147bd474f796347e4a2d1e,flash,1.0,1.0,False
google/zx/.github/workflows/dev-publish.yml/691e6cb01cae7c046bad2fdf5535c2a9ba6e87f3,gold,0.0,0.0,True
google/zx/.github/workflows/dev-publish.yml/691e6cb01cae7c046bad2fdf5535c2a9ba6e87f3,pro,0.0,0.0,True
google/zx/.github/workflows/dev-publish.yml/691e6cb01cae7c046bad2fdf5535c2a9ba6e87f3,flash,1.0,1.0,False
googlechrome/lighthouse/.github/workflows/basics.yml/c93e80b7cf99d96576d71155293ecc6b48d1f5e9,gold,7.0,3.0,False
googlechrome/lighthouse/.github/workflows/basics.yml/c93e80b7cf99d96576d71155293ecc6b48d1f5e9,pro,5.0,1.0,False
googlechrome/lighthouse/.github/workflows/basics.yml/c93e80b7cf99d96576d71155293ecc6b48d1f5e9,flash,1.0,1.0,False
gorhill/ublock/.github/workflows/main.yml/0605b3222d62484948da63e8598e9bf5b335f89c,gold,4.0,2.0,False
gorhill/ublock/.github/workflows/main.yml/0605b3222d62484948da63e8598e9bf5b335f89c,pro,0.0,0.0,True
gorhill/ublock/.github/workflows/main.yml/0605b3222d62484948da63e8598e9bf5b335f89c,flash,1.0,1.0,False
gothinkster/realworld/.github/workflows/continuous-deployment.yaml/385c80cca22f7a13ff5db3e4942cb44ffb4133a6,gold,2.0,1.0,False
gothinkster/realworld/.github/workflows/continuous-deployment.yaml/385c80cca22f7a13ff5db3e4942cb44ffb4133a6,pro,0.0,0.0,True
gothinkster/realworld/.github/workflows/continuous-deployment.yaml/385c80cca22f7a13ff5db3e4942cb44ffb4133a6,flash,0.0,0.0,True
gpt-engineer-org/gpt-engineer/.github/workflows/ci.yaml/e90ac46fc8481d477e068d8466fb1330f55b0a1d,gold,10.0,1.0,False
gpt-engineer-org/gpt-engineer/.github/workflows/ci.yaml/e90ac46fc8481d477e068d8466fb1330f55b0a1d,pro,1.0,1.0,False
gpt-engineer-org/gpt-engineer/.github/workflows/ci.yaml/e90ac46fc8481d477e068d8466fb1330f55b0a1d,flash,1.0,1.0,False
gradio-app/gradio/.github/workflows/npm-previews.yml/e1c404da1143fb52b659d03e028bdba1badf443d,gold,1.0,1.0,False
gradio-app/gradio/.github/workflows/npm-previews.yml/e1c404da1143fb52b659d03e028bdba1badf443d,pro,5.0,4.0,False
gradio-app/gradio/.github/workflows/npm-previews.yml/e1c404da1143fb52b659d03e028bdba1badf443d,flash,10.0,5.0,False
grafana/k6/.github/workflows/codeql-analysis.yml/b1d2528513f66f68e8aa844f6c2390f4f0b0071f,gold,0.0,0.0,True
grafana/k6/.github/workflows/codeql-analysis.yml/b1d2528513f66f68e8aa844f6c2390f4f0b0071f,pro,1.0,1.0,False
grafana/k6/.github/workflows/codeql-analysis.yml/b1d2528513f66f68e8aa844f6c2390f4f0b0071f,flash,4.0,2.0,False
gulpjs/gulp/.github/workflows/dev.yml/72668c61e445c81fad23bc6ed24967a3238a648d,gold,3.0,1.0,False
gulpjs/gulp/.github/workflows/dev.yml/72668c61e445c81fad23bc6ed24967a3238a648d,pro,0.0,0.0,True
gulpjs/gulp/.github/workflows/dev.yml/72668c61e445c81fad23bc6ed24967a3238a648d,flash,0.0,0.0,True
gyulyvgc/sniffnet/.github/workflows/docker.yml/50d4f211d78395ca2c308ed709b257346a85ca60,gold,0.0,0.0,True
gyulyvgc/sniffnet/.github/workflows/docker.yml/50d4f211d78395ca2c308ed709b257346a85ca60,pro,1.0,1.0,False
gyulyvgc/sniffnet/.github/workflows/docker.yml/50d4f211d78395ca2c308ed709b257346a85ca60,flash,1.0,1.0,False
h5bp/html5-boilerplate/.github/workflows/publish.yaml/195ef9fc3efdce3cf944aaf8eea4a0c579630079,gold,1.0,1.0,False
h5bp/html5-boilerplate/.github/workflows/publish.yaml/195ef9fc3efdce3cf944aaf8eea4a0c579630079,pro,0.0,0.0,True
h5bp/html5-boilerplate/.github/workflows/publish.yaml/195ef9fc3efdce3cf944aaf8eea4a0c579630079,flash,1.0,1.0,False
hakimel/reveal.js/.github/workflows/codespell.yml/255d55ab8f207c7f9b87a977b9399f1655c57e34,gold,0.0,0.0,True
hakimel/reveal.js/.github/workflows/codespell.yml/255d55ab8f207c7f9b87a977b9399f1655c57e34,pro,0.0,0.0,True
hakimel/reveal.js/.github/workflows/codespell.yml/255d55ab8f207c7f9b87a977b9399f1655c57e34,flash,0.0,0.0,True
halfrost/leetcode-go/.github/workflows/deploy.yml/5e3cdac6dd7baf96043c36276dc684509bb363bc,gold,0.0,0.0,True
halfrost/leetcode-go/.github/workflows/deploy.yml/5e3cdac6dd7baf96043c36276dc684509bb363bc,pro,0.0,0.0,True
halfrost/leetcode-go/.github/workflows/deploy.yml/5e3cdac6dd7baf96043c36276dc684509bb363bc,flash,0.0,0.0,True
halo-dev/halo/.github/workflows/packages-preview-release.yaml/5bd6d910f21a89caae403b5019de9cad81a4610e,gold,0.0,0.0,True
halo-dev/halo/.github/workflows/packages-preview-release.yaml/5bd6d910f21a89caae403b5019de9cad81a4610e,pro,0.0,0.0,True
halo-dev/halo/.github/workflows/packages-preview-release.yaml/5bd6d910f21a89caae403b5019de9cad81a4610e,flash,0.0,0.0,True
hankcs/hanlp/.github/workflows/python-package.yml/ea55bda4d99439e0f3c164692fc2bd2ad3cbbc23,gold,5.0,2.0,False
hankcs/hanlp/.github/workflows/python-package.yml/ea55bda4d99439e0f3c164692fc2bd2ad3cbbc23,pro,0.0,0.0,True
hankcs/hanlp/.github/workflows/python-package.yml/ea55bda4d99439e0f3c164692fc2bd2ad3cbbc23,flash,1.0,1.0,False
harness/gitness/.github/workflows/ci.yml/e2d3baf58a186204144bf5a8860d48e92ff5cfb6,gold,5.0,1.0,False
harness/gitness/.github/workflows/ci.yml/e2d3baf58a186204144bf5a8860d48e92ff5cfb6,pro,0.0,0.0,True
harness/gitness/.github/workflows/ci.yml/e2d3baf58a186204144bf5a8860d48e92ff5cfb6,flash,0.0,0.0,True
harness/harness/.github/workflows/ci.yml/e2d3baf58a186204144bf5a8860d48e92ff5cfb6,gold,5.0,1.0,False
harness/harness/.github/workflows/ci.yml/e2d3baf58a186204144bf5a8860d48e92ff5cfb6,pro,0.0,0.0,True
harness/harness/.github/workflows/ci.yml/e2d3baf58a186204144bf5a8860d48e92ff5cfb6,flash,0.0,0.0,True
hashicorp/terraform/.github/workflows/main.yml/fd14b237e5ac8309194fdc6e45aa029723c78e99,gold,3.0,1.0,False
hashicorp/terraform/.github/workflows/main.yml/fd14b237e5ac8309194fdc6e45aa029723c78e99,pro,1.0,1.0,False
hashicorp/terraform/.github/workflows/main.yml/fd14b237e5ac8309194fdc6e45aa029723c78e99,flash,5.0,2.0,False
hashicorp/vault/.github/workflows/actionlint.yml/ecb8763d457d1eb2cfbed3a436e11d93959c9a24,gold,1.0,1.0,False
hashicorp/vault/.github/workflows/actionlint.yml/ecb8763d457d1eb2cfbed3a436e11d93959c9a24,pro,15.0,4.0,False
hashicorp/vault/.github/workflows/actionlint.yml/ecb8763d457d1eb2cfbed3a436e11d93959c9a24,flash,22.0,5.0,False
helix-editor/helix/.github/workflows/release.yml/274c413f5a90252adbd9d0a7f1f2a8f914ec1707,gold,4.0,2.0,False
helix-editor/helix/.github/workflows/release.yml/274c413f5a90252adbd9d0a7f1f2a8f914ec1707,pro,2.0,2.0,False
helix-editor/helix/.github/workflows/release.yml/274c413f5a90252adbd9d0a7f1f2a8f914ec1707,flash,1.0,1.0,False
hexojs/hexo/.github/workflows/benchmark.yml/3aca49e042e9b317e4c41087c5836fb8a285ac7f,gold,0.0,0.0,True
hexojs/hexo/.github/workflows/benchmark.yml/3aca49e042e9b317e4c41087c5836fb8a285ac7f,pro,0.0,0.0,True
hexojs/hexo/.github/workflows/benchmark.yml/3aca49e042e9b317e4c41087c5836fb8a285ac7f,flash,0.0,0.0,True
HeyPuter/puter/.github/workflows/test.yml/f9b9565dabea64dac5618cf2a4437c2bfd162037,gold,2.0,2.0,False
HeyPuter/puter/.github/workflows/test.yml/f9b9565dabea64dac5618cf2a4437c2bfd162037,pro,1.0,1.0,False
HeyPuter/puter/.github/workflows/test.yml/f9b9565dabea64dac5618cf2a4437c2bfd162037,flash,1.0,1.0,False
hiyouga/LLaMA-Factory/.github/workflows/tests.yml/e34484051fab75cee16b549dde448d7dacd95fad,gold,0.0,0.0,True
hiyouga/LLaMA-Factory/.github/workflows/tests.yml/e34484051fab75cee16b549dde448d7dacd95fad,pro,2.0,1.0,False
hiyouga/LLaMA-Factory/.github/workflows/tests.yml/e34484051fab75cee16b549dde448d7dacd95fad,flash,1.0,1.0,False
homebrew/brew/.github/workflows/actionlint.yml/b15e448dbfa025900f01fcb1860f3738c08e2c18,gold,0.0,0.0,True
homebrew/brew/.github/workflows/actionlint.yml/b15e448dbfa025900f01fcb1860f3738c08e2c18,pro,17.0,5.0,False
homebrew/brew/.github/workflows/actionlint.yml/b15e448dbfa025900f01fcb1860f3738c08e2c18,flash,32.0,5.0,False
hoppscotch/hoppscotch/.github/workflows/build-hoppscotch-desktop.yml/1867f23436e193a1800eece1bb9a4295f39671db,gold,41.0,2.0,False
hoppscotch/hoppscotch/.github/workflows/build-hoppscotch-desktop.yml/1867f23436e193a1800eece1bb9a4295f39671db,pro,8.0,3.0,False
hoppscotch/hoppscotch/.github/workflows/build-hoppscotch-desktop.yml/1867f23436e193a1800eece1bb9a4295f39671db,flash,21.0,3.0,False
hpcaitech/colossalai/.github/workflows/run_chatgpt_examples.yml/f6b4ca4e6cc2e7822e38cdc61da0566aee129828,gold,62.0,6.0,False
hpcaitech/colossalai/.github/workflows/run_chatgpt_examples.yml/f6b4ca4e6cc2e7822e38cdc61da0566aee129828,pro,11.0,2.0,False
hpcaitech/colossalai/.github/workflows/run_chatgpt_examples.yml/f6b4ca4e6cc2e7822e38cdc61da0566aee129828,flash,33.0,2.0,False
httpie/cli/.github/workflows/tests.yml/4c8633c6e51f388523ab4fa649040934402a4fc9,gold,28.0,4.0,False
httpie/cli/.github/workflows/tests.yml/4c8633c6e51f388523ab4fa649040934402a4fc9,pro,2.0,2.0,False
httpie/cli/.github/workflows/tests.yml/4c8633c6e51f388523ab4fa649040934402a4fc9,flash,4.0,4.0,False
huggingface/diffusers/.github/workflows/pr_modular_tests.yml/ccf2c3118811ecb860cd95cc93910383a8a00063,gold,76.0,3.0,False
huggingface/diffusers/.github/workflows/pr_modular_tests.yml/ccf2c3118811ecb860cd95cc93910383a8a00063,pro,14.0,4.0,False
huggingface/diffusers/.github/workflows/pr_modular_tests.yml/ccf2c3118811ecb860cd95cc93910383a8a00063,flash,25.0,5.0,False
huggingface/pytorch-image-models/.github/workflows/tests.yml/14e01b878c4b025d22840f7766b6ffd7d404d0bd,gold,2.0,1.0,False
huggingface/pytorch-image-models/.github/workflows/tests.yml/14e01b878c4b025d22840f7766b6ffd7d404d0bd,pro,0.0,0.0,True
huggingface/pytorch-image-models/.github/workflows/tests.yml/14e01b878c4b025d22840f7766b6ffd7d404d0bd,flash,1.0,1.0,False
huggingface/transformers/.github/workflows/check_failed_model_tests.yml/fce1fcfe717b0e8bee12e8a51944227b57f2f63a,gold,25.0,4.0,False
huggingface/transformers/.github/workflows/check_failed_model_tests.yml/fce1fcfe717b0e8bee12e8a51944227b57f2f63a,pro,54.0,6.0,False
huggingface/transformers/.github/workflows/check_failed_model_tests.yml/fce1fcfe717b0e8bee12e8a51944227b57f2f63a,flash,47.0,6.0,False
huginn/huginn/.github/workflows/close_inactive_issues.yml/0833071f11191c045efdfc5cf9371274793e4c3c,gold,0.0,0.0,True
huginn/huginn/.github/workflows/close_inactive_issues.yml/0833071f11191c045efdfc5cf9371274793e4c3c,pro,2.0,1.0,False
huginn/huginn/.github/workflows/close_inactive_issues.yml/0833071f11191c045efdfc5cf9371274793e4c3c,flash,2.0,1.0,False
hyprwm/hyprland/.github/workflows/ci.yaml/d72fe354fc713534110541a5133cf7d3ffb15396,gold,0.0,0.0,True
hyprwm/hyprland/.github/workflows/ci.yaml/d72fe354fc713534110541a5133cf7d3ffb15396,pro,0.0,0.0,True
hyprwm/hyprland/.github/workflows/ci.yaml/d72fe354fc713534110541a5133cf7d3ffb15396,flash,1.0,1.0,False
iamkun/dayjs/.github/workflows/release.yml/f18e4a20ed0f86d482c3daf97c5b6b4f9e7061c9,gold,4.0,1.0,False
iamkun/dayjs/.github/workflows/release.yml/f18e4a20ed0f86d482c3daf97c5b6b4f9e7061c9,pro,1.0,1.0,False
iamkun/dayjs/.github/workflows/release.yml/f18e4a20ed0f86d482c3daf97c5b6b4f9e7061c9,flash,1.0,1.0,False
ianstormtaylor/slate/.github/workflows/ci.yml/06812a1efe9fe643654b0172de6d01aa8c5afb29,gold,6.0,2.0,False
ianstormtaylor/slate/.github/workflows/ci.yml/06812a1efe9fe643654b0172de6d01aa8c5afb29,pro,0.0,0.0,True
ianstormtaylor/slate/.github/workflows/ci.yml/06812a1efe9fe643654b0172de6d01aa8c5afb29,flash,1.0,1.0,False
iawia002/lux/.github/workflows/ci.yml/1807eb7d4781ebb7f45d7409b2e13c27be4aea81,gold,2.0,2.0,False
iawia002/lux/.github/workflows/ci.yml/1807eb7d4781ebb7f45d7409b2e13c27be4aea81,pro,0.0,0.0,True
iawia002/lux/.github/workflows/ci.yml/1807eb7d4781ebb7f45d7409b2e13c27be4aea81,flash,2.0,2.0,False
icewhaletech/casaos/.github/workflows/sync_openapi.yml/e8f9d3aaf5d8f1dae932185965bf02595b6b6a88,gold,13.0,2.0,False
icewhaletech/casaos/.github/workflows/sync_openapi.yml/e8f9d3aaf5d8f1dae932185965bf02595b6b6a88,pro,0.0,0.0,True
icewhaletech/casaos/.github/workflows/sync_openapi.yml/e8f9d3aaf5d8f1dae932185965bf02595b6b6a88,flash,2.0,1.0,False
iina/iina/.github/workflows/ci.yml/3c2656dcd41e3e1ec186bd8e1ba4f77e7f100f18,gold,0.0,0.0,True
iina/iina/.github/workflows/ci.yml/3c2656dcd41e3e1ec186bd8e1ba4f77e7f100f18,pro,0.0,0.0,True
iina/iina/.github/workflows/ci.yml/3c2656dcd41e3e1ec186bd8e1ba4f77e7f100f18,flash,0.0,0.0,True
iluwatar/java-design-patterns/.github/workflows/maven.yml/92ecd63ccf3b697cd9a90982ce5251bd5592486b,gold,1.0,1.0,False
iluwatar/java-design-patterns/.github/workflows/maven.yml/92ecd63ccf3b697cd9a90982ce5251bd5592486b,pro,2.0,1.0,False
iluwatar/java-design-patterns/.github/workflows/maven.yml/92ecd63ccf3b697cd9a90982ce5251bd5592486b,flash,1.0,1.0,False
immich-app/immich/.github/workflows/prepare-release.yml/50c36068e74631cbdd9d85004a0bc7af92c52e15,gold,8.0,3.0,False
immich-app/immich/.github/workflows/prepare-release.yml/50c36068e74631cbdd9d85004a0bc7af92c52e15,pro,19.0,4.0,False
immich-app/immich/.github/workflows/prepare-release.yml/50c36068e74631cbdd9d85004a0bc7af92c52e15,flash,16.0,4.0,False
immutable-js/immutable-js/.github/workflows/ci.yml/d37532ef3efbbe61c2a531b2d141dddf76e8a4e5,gold,2.0,1.0,False
immutable-js/immutable-js/.github/workflows/ci.yml/d37532ef3efbbe61c2a531b2d141dddf76e8a4e5,pro,0.0,0.0,True
