workflow_id,condition,n_errors,n_kinds,passes_actionlint
cheeriojs/cheerio/.github/workflows/sponsors.yml/cbb5fc90626bad7cc206686b692eafc27bfe1987,gold,0.0,0.0,True
cheeriojs/cheerio/.github/workflows/sponsors.yml/cbb5fc90626bad7cc206686b692eafc27bfe1987,pro,0.0,0.0,True
cheeriojs/cheerio/.github/workflows/sponsors.yml/cbb5fc90626bad7cc206686b692eafc27bfe1987,flash,2.0,1.0,False
CherryHQ/cherry-studio/.github/workflows/pr-ci.yml/6238b353cd59762894821ed06fe6d5c3f661d541,gold,1.0,1.0,False
CherryHQ/cherry-studio/.github/workflows/pr-ci.yml/6238b353cd59762894821ed06fe6d5c3f661d541,pro,20.0,2.0,False
CherryHQ/cherry-studio/.github/workflows/pr-ci.yml/6238b353cd59762894821ed06fe6d5c3f661d541,flash,10.0,3.0,False
chinese-poetry/chinese-poetry/.github/workflows/test.yml/d69a0eced7311b5d27a867c18b68e7e4d61c7696,gold,2.0,1.0,False
chinese-poetry/chinese-poetry/.github/workflows/test.yml/d69a0eced7311b5d27a867c18b68e7e4d61c7696,pro,0.0,0.0,True
chinese-poetry/chinese-poetry/.github/workflows/test.yml/d69a0eced7311b5d27a867c18b68e7e4d61c7696,flash,0.0,0.0,True
chubin/cheat.sh/.github/workflows/tests-ubuntu.yml/18fa96606bda211e863bd41239900bc8377ca1ca,gold,2.0,2.0,False
chubin/cheat.sh/.github/workflows/tests-ubuntu.yml/18fa96606bda211e863bd41239900bc8377ca1ca,pro,2.0,2.0,False
chubin/cheat.sh/.github/workflows/tests-ubuntu.yml/18fa96606bda211e863bd41239900bc8377ca1ca,flash,3.0,3.0,False
clash-verge-rev/clash-verge-rev/.github/workflows/lint-oxlint.yml/76c36955676394ea394b5fb8f7b3ef60487c6c83,gold,0.0,0.0,True
clash-verge-rev/clash-verge-rev/.github/workflows/lint-oxlint.yml/76c36955676394ea394b5fb8f7b3ef60487c6c83,pro,5.0,3.0,False
clash-verge-rev/clash-verge-rev/.github/workflows/lint-oxlint.yml/76c36955676394ea394b5fb8f7b3ef60487c6c83,flash,10.0,3.0,False
cli/cli/.github/workflows/bump-go.yml/c58a88a21770aeacb4892747e6fb106ab5a8b18e,gold,0.0,0.0,True
cli/cli/.github/workflows/bump-go.yml/c58a88a21770aeacb4892747e6fb106ab5a8b18e,pro,0.0,0.0,True
cli/cli/.github/workflows/bump-go.yml/c58a88a21770aeacb4892747e6fb106ab5a8b18e,flash,2.0,1.0,False
cline/cline/.github/workflows/publish.yml/dae36f65405943b8bc613654d0e94d5b73ec63a0,gold,3.0,2.0,False
cline/cline/.github/workflows/publish.yml/dae36f65405943b8bc613654d0e94d5b73ec63a0,pro,2.0,2.0,False
cline/cline/.github/workflows/publish.yml/dae36f65405943b8bc613654d0e94d5b73ec63a0,flash,13.0,4.0,False
coder/code-server/.github/workflows/release.yaml/987c68a32aaf815868b51247cfffc33dac7ac659,gold,4.0,1.0,False
coder/code-server/.github/workflows/release.yaml/987c68a32aaf815868b51247cfffc33dac7ac659,pro,3.0,1.0,False
coder/code-server/.github/workflows/release.yaml/987c68a32aaf815868b51247cfffc33dac7ac659,flash,4.0,3.0,False
codex-team/editor.js/.github/workflows/eslint.yml/63eeec0f3b3e05025c6f2875a1eb2a4c03a24c8c,gold,17.0,3.0,False
codex-team/editor.js/.github/workflows/eslint.yml/63eeec0f3b3e05025c6f2875a1eb2a4c03a24c8c,pro,9.0,2.0,False
codex-team/editor.js/.github/workflows/eslint.yml/63eeec0f3b3e05025c6f2875a1eb2a4c03a24c8c,flash,12.0,4.0,False
colinhacks/zod/.github/workflows/stale.yml/93553bd48aeac27fdeb7dcbee5b7e37628572aff,gold,0.0,0.0,True
colinhacks/zod/.github/workflows/stale.yml/93553bd48aeac27fdeb7dcbee5b7e37628572aff,pro,2.0,2.0,False
colinhacks/zod/.github/workflows/stale.yml/93553bd48aeac27fdeb7dcbee5b7e37628572aff,flash,3.0,2.0,False
comfyanonymous/ComfyUI/.github/workflows/stable-release.yml/4ca9b9cc29fefaa899cba67d61a8252ae9f16c0d,gold,16.0,3.0,False
comfyanonymous/ComfyUI/.github/workflows/stable-release.yml/4ca9b9cc29fefaa899cba67d61a8252ae9f16c0d,pro,9.0,3.0,False
comfyanonymous/ComfyUI/.github/workflows/stable-release.yml/4ca9b9cc29fefaa899cba67d61a8252ae9f16c0d,flash,10.0,3.0,False
composer/composer/.github/workflows/continuous-integration.yml/1eaa8cd55fbcc6e5fbee10820456da3700f46593,gold,0.0,0.0,True
composer/composer/.github/workflows/continuous-integration.yml/1eaa8cd55fbcc6e5fbee10820456da3700f46593,pro,0.0,0.0,True
composer/composer/.github/workflows/continuous-integration.yml/1eaa8cd55fbcc6e5fbee10820456da3700f46593,flash,1.0,1.0,False
containers/podman/.github/workflows/check_cirrus_cron.yml/541e13c4f0e66be836d665b019fdeabf1e172906,gold,0.0,0.0,True
containers/podman/.github/workflows/check_cirrus_cron.yml/541e13c4f0e66be836d665b019fdeabf1e172906,pro,7.0,2.0,False
containers/podman/.github/workflows/check_cirrus_cron.yml/541e13c4f0e66be836d665b019fdeabf1e172906,flash,10.0,3.0,False
coollabsio/coolify/.github/workflows/browser-tests.yml/ee3566c8c8ec02209b14b2546f157b4a3c56254e,gold,0.0,0.0,True
coollabsio/coolify/.github/workflows/browser-tests.yml/ee3566c8c8ec02209b14b2546f157b4a3c56254e,pro,9.0,1.0,False
coollabsio/coolify/.github/workflows/browser-tests.yml/ee3566c8c8ec02209b14b2546f157b4a3c56254e,flash,20.0,1.0,False
coolsnowwolf/lede/.github/workflows/openwrt-ci.yml/a42ddc5e5a763a8c41eea191a1487a644d2cc003,gold,0.0,0.0,True
coolsnowwolf/lede/.github/workflows/openwrt-ci.yml/a42ddc5e5a763a8c41eea191a1487a644d2cc003,pro,0.0,0.0,True
coolsnowwolf/lede/.github/workflows/openwrt-ci.yml/a42ddc5e5a763a8c41eea191a1487a644d2cc003,flash,0.0,0.0,True
CorentinTh/it-tools/.github/workflows/codeql-analysis.yml/56d36ea3c0b8d1e2b3d7217c8a301fa191c50c34,gold,7.0,2.0,False
CorentinTh/it-tools/.github/workflows/codeql-analysis.yml/56d36ea3c0b8d1e2b3d7217c8a301fa191c50c34,pro,0.0,0.0,True
CorentinTh/it-tools/.github/workflows/codeql-analysis.yml/56d36ea3c0b8d1e2b3d7217c8a301fa191c50c34,flash,1.0,1.0,False
coreybutler/nvm-windows/.github/workflows/release.yml/0b668eaeb74230073f06432fa2c528c76c922059,gold,1.0,1.0,False
coreybutler/nvm-windows/.github/workflows/release.yml/0b668eaeb74230073f06432fa2c528c76c922059,pro,2.0,1.0,False
coreybutler/nvm-windows/.github/workflows/release.yml/0b668eaeb74230073f06432fa2c528c76c922059,flash,4.0,2.0,False
crewAIInc/crewAI/.github/workflows/tests.yml/786691e97e0b6e5546b7e54ccf49877675303005,gold,0.0,0.0,True
crewAIInc/crewAI/.github/workflows/tests.yml/786691e97e0b6e5546b7e54ccf49877675303005,pro,1.0,1.0,False
crewAIInc/crewAI/.github/workflows/tests.yml/786691e97e0b6e5546b7e54ccf49877675303005,flash,5.0,3.0,False
curl/curl/.github/workflows/linux-hyper.yml/b28a88951da56162ce7042fc6afac904e5c0614f,gold,0.0,0.0,True
curl/curl/.github/workflows/linux-hyper.yml/b28a88951da56162ce7042fc6afac904e5c0614f,pro,9.0,2.0,False
curl/curl/.github/workflows/linux-hyper.yml/b28a88951da56162ce7042fc6afac904e5c0614f,flash,7.0,2.0,False
d3/d3/.github/workflows/deploy.yml/6d6c6792f194acb8f726822398de1f37c999c3c2,gold,0.0,0.0,True
d3/d3/.github/workflows/deploy.yml/6d6c6792f194acb8f726822398de1f37c999c3c2,pro,2.0,1.0,False
d3/d3/.github/workflows/deploy.yml/6d6c6792f194acb8f726822398de1f37c999c3c2,flash,0.0,0.0,True
dani-garcia/vaultwarden/.github/workflows/release.yml/0d2b3bfb99605ff0bfc65e0e0b71dbfafeb01fce,gold,0.0,0.0,True
dani-garcia/vaultwarden/.github/workflows/release.yml/0d2b3bfb99605ff0bfc65e0e0b71dbfafeb01fce,pro,3.0,2.0,False
dani-garcia/vaultwarden/.github/workflows/release.yml/0d2b3bfb99605ff0bfc65e0e0b71dbfafeb01fce,flash,4.0,3.0,False
danielmiessler/fabric/.github/workflows/go.yml/3ea896bd9d5f76762bef63c438e9cf3aa9dd09e8,gold,1.0,1.0,False
danielmiessler/fabric/.github/workflows/go.yml/3ea896bd9d5f76762bef63c438e9cf3aa9dd09e8,pro,1.0,1.0,False
danielmiessler/fabric/.github/workflows/go.yml/3ea896bd9d5f76762bef63c438e9cf3aa9dd09e8,flash,0.0,0.0,True
danny-avila/LibreChat/.github/workflows/data-provider.yml/b5aadc4b6de6dd6c188656c3b39d63902638859c,gold,8.0,1.0,False
danny-avila/LibreChat/.github/workflows/data-provider.yml/b5aadc4b6de6dd6c188656c3b39d63902638859c,pro,3.0,2.0,False
danny-avila/LibreChat/.github/workflows/data-provider.yml/b5aadc4b6de6dd6c188656c3b39d63902638859c,flash,5.0,2.0,False
dbeaver/dbeaver/.github/workflows/codeql.yml/93fd2d469e0649bd3f79266b09ca9d32f7fba7a6,gold,0.0,0.0,True
dbeaver/dbeaver/.github/workflows/codeql.yml/93fd2d469e0649bd3f79266b09ca9d32f7fba7a6,pro,1.0,1.0,False
dbeaver/dbeaver/.github/workflows/codeql.yml/93fd2d469e0649bd3f79266b09ca9d32f7fba7a6,flash,2.0,2.0,False
deepfakes/faceswap/.github/workflows/pytest.yml/ff6b0209dd5ad57b81b0aca570df7f39a7119bfb,gold,6.0,1.0,False
deepfakes/faceswap/.github/workflows/pytest.yml/ff6b0209dd5ad57b81b0aca570df7f39a7119bfb,pro,0.0,0.0,True
deepfakes/faceswap/.github/workflows/pytest.yml/ff6b0209dd5ad57b81b0aca570df7f39a7119bfb,flash,0.0,0.0,True
deepspeedai/DeepSpeed/.github/workflows/modal-accelerate.yml/a12de38db645ee0ab6298e03823eace5cbc9bd01,gold,39.0,3.0,False
deepspeedai/DeepSpeed/.github/workflows/modal-accelerate.yml/a12de38db645ee0ab6298e03823eace5cbc9bd01,pro,36.0,2.0,False
deepspeedai/DeepSpeed/.github/workflows/modal-accelerate.yml/a12de38db645ee0ab6298e03823eace5cbc9bd01,flash,41.0,3.0,False
denoland/deno/.github/workflows/build.yml/4a807f42252c79139b36a8a5d7f721474f795b4d,gold,19.0,4.0,False
denoland/deno/.github/workflows/build.yml/4a807f42252c79139b36a8a5d7f721474f795b4d,pro,16.0,6.0,False
denoland/deno/.github/workflows/build.yml/4a807f42252c79139b36a8a5d7f721474f795b4d,flash,28.0,5.0,False
denysdovhan/wtfjs/.github/workflows/release.yml/32d0e66dd883277355b907f959032f5bbb00a27a,gold,4.0,1.0,False
denysdovhan/wtfjs/.github/workflows/release.yml/32d0e66dd883277355b907f959032f5bbb00a27a,pro,0.0,0.0,True
denysdovhan/wtfjs/.github/workflows/release.yml/32d0e66dd883277355b907f959032f5bbb00a27a,flash,0.0,0.0,True
derailed/k9s/.github/workflows/lint.yml/702f6f01b2144b973ab2c4c1a2e6faddc8aef7a0,gold,3.0,1.0,False
derailed/k9s/.github/workflows/lint.yml/702f6f01b2144b973ab2c4c1a2e6faddc8aef7a0,pro,0.0,0.0,True
derailed/k9s/.github/workflows/lint.yml/702f6f01b2144b973ab2c4c1a2e6faddc8aef7a0,flash,0.0,0.0,True
DevToys-app/DevToys/.github/workflows/issue_labeler.yml/576a3f0010280d01edcbcfe5487887fefa2360ab,gold,7.0,1.0,False
DevToys-app/DevToys/.github/workflows/issue_labeler.yml/576a3f0010280d01edcbcfe5487887fefa2360ab,pro,0.0,0.0,True
DevToys-app/DevToys/.github/workflows/issue_labeler.yml/576a3f0010280d01edcbcfe5487887fefa2360ab,flash,1.0,1.0,False
dioxuslabs/dioxus/.github/workflows/main.yml/70e6a2c68724ffef491dd04d23d9d76ddc84d69a,gold,20.0,2.0,False
dioxuslabs/dioxus/.github/workflows/main.yml/70e6a2c68724ffef491dd04d23d9d76ddc84d69a,pro,15.0,3.0,False
dioxuslabs/dioxus/.github/workflows/main.yml/70e6a2c68724ffef491dd04d23d9d76ddc84d69a,flash,13.0,2.0,False
directus/directus/.github/workflows/changeset-check.yml/5d675be7b4012861b0eff69cbcfe135792c1f81f,gold,0.0,0.0,True
directus/directus/.github/workflows/changeset-check.yml/5d675be7b4012861b0eff69cbcfe135792c1f81f,pro,1.0,1.0,False
directus/directus/.github/workflows/changeset-check.yml/5d675be7b4012861b0eff69cbcfe135792c1f81f,flash,14.0,5.0,False
django/django/.github/workflows/docs.yml/9f125fce7971714333d23c7f554411342466721c,gold,0.0,0.0,True
django/django/.github/workflows/docs.yml/9f125fce7971714333d23c7f554411342466721c,pro,2.0,1.0,False
django/django/.github/workflows/docs.yml/9f125fce7971714333d23c7f554411342466721c,flash,2.0,1.0,False
docker/compose/.github/workflows/ci.yml/cc87bbe34e7b47dad94885489adc2c5248956ac6,gold,4.0,2.0,False
docker/compose/.github/workflows/ci.yml/cc87bbe34e7b47dad94885489adc2c5248956ac6,pro,4.0,2.0,False
docker/compose/.github/workflows/ci.yml/cc87bbe34e7b47dad94885489adc2c5248956ac6,flash,4.0,2.0,False
dockur/windows/.github/workflows/check.yml/3f70a9b7c36673f501ec4f1d41217a69544bf835,gold,0.0,0.0,True
dockur/windows/.github/workflows/check.yml/3f70a9b7c36673f501ec4f1d41217a69544bf835,pro,0.0,0.0,True
dockur/windows/.github/workflows/check.yml/3f70a9b7c36673f501ec4f1d41217a69544bf835,flash,1.0,1.0,False
docling-project/docling/.github/workflows/pr-reminders.yml/d32d2c97e1a7e99e665e70d05765abb017996b92,gold,1.0,1.0,False
docling-project/docling/.github/workflows/pr-reminders.yml/d32d2c97e1a7e99e665e70d05765abb017996b92,pro,2.0,2.0,False
docling-project/docling/.github/workflows/pr-reminders.yml/d32d2c97e1a7e99e665e70d05765abb017996b92,flash,2.0,1.0,False
docsifyjs/docsify/.github/workflows/emoji.yml/4ad3e3660b2930bef7fa6b42d06b39f4a16515b1,gold,1.0,1.0,False
docsifyjs/docsify/.github/workflows/emoji.yml/4ad3e3660b2930bef7fa6b42d06b39f4a16515b1,pro,0.0,0.0,True
docsifyjs/docsify/.github/workflows/emoji.yml/4ad3e3660b2930bef7fa6b42d06b39f4a16515b1,flash,2.0,1.0,False
dokku/dokku/.github/workflows/ci.yml/2deb575961cb41417093cfebf868511560054c36,gold,1.0,1.0,False
dokku/dokku/.github/workflows/ci.yml/2deb575961cb41417093cfebf868511560054c36,pro,1.0,1.0,False
dokku/dokku/.github/workflows/ci.yml/2deb575961cb41417093cfebf868511560054c36,flash,3.0,1.0,False
doocs/advanced-java/.github/workflows/deploy.yml/5d354f0dcdc933f25cafcd05dfef23c18d40ff95,gold,0.0,0.0,True
doocs/advanced-java/.github/workflows/deploy.yml/5d354f0dcdc933f25cafcd05dfef23c18d40ff95,pro,0.0,0.0,True
doocs/advanced-java/.github/workflows/deploy.yml/5d354f0dcdc933f25cafcd05dfef23c18d40ff95,flash,0.0,0.0,True
dotnet/aspnetcore/.github/workflows/copilot-setup-steps.yml/a79c13d328561bfa712f3eed9bfd422066424fc6,gold,9.0,2.0,False
dotnet/aspnetcore/.github/workflows/copilot-setup-steps.yml/a79c13d328561bfa712f3eed9bfd422066424fc6,pro,4.0,4.0,False
dotnet/aspnetcore/.github/workflows/copilot-setup-steps.yml/a79c13d328561bfa712f3eed9bfd422066424fc6,flash,4.0,3.0,False
dragonflydb/dragonfly/.github/workflows/ci.yml/1b52488ee906754ad4450ff65ae6285eee851a44,gold,0.0,0.0,True
dragonflydb/dragonfly/.github/workflows/ci.yml/1b52488ee906754ad4450ff65ae6285eee851a44,pro,10.0,4.0,False
dragonflydb/dragonfly/.github/workflows/ci.yml/1b52488ee906754ad4450ff65ae6285eee851a44,flash,4.0,2.0,False
drawdb-io/drawdb/.github/workflows/build.yml/9c34e6c40d2c89a0036c0c65685927fc62672b25,gold,2.0,1.0,False
drawdb-io/drawdb/.github/workflows/build.yml/9c34e6c40d2c89a0036c0c65685927fc62672b25,pro,0.0,0.0,True
drawdb-io/drawdb/.github/workflows/build.yml/9c34e6c40d2c89a0036c0c65685927fc62672b25,flash,0.0,0.0,True
drizzle-team/drizzle-orm/.github/workflows/release-feature-branch.yaml/69913c4e03a24115abd87ba5392e604566a582fe,gold,2.0,1.0,False
drizzle-team/drizzle-orm/.github/workflows/release-feature-branch.yaml/69913c4e03a24115abd87ba5392e604566a582fe,pro,0.0,0.0,True
drizzle-team/drizzle-orm/.github/workflows/release-feature-branch.yaml/69913c4e03a24115abd87ba5392e604566a582fe,flash,0.0,0.0,True
duckdb/duckdb/.github/workflows/Main.yml/df6bcdaaaad8a90c77ed508e1636aef81e256d3e,gold,37.0,4.0,False
duckdb/duckdb/.github/workflows/Main.yml/df6bcdaaaad8a90c77ed508e1636aef81e256d3e,pro,20.0,5.0,False
duckdb/duckdb/.github/workflows/Main.yml/df6bcdaaaad8a90c77ed508e1636aef81e256d3e,flash,35.0,4.0,False
EbookFoundation/free-programming-books/.github/workflows/main.yml/e59e9e0717dab9126146dd745cd4fca7860eba9c,gold,2.0,2.0,False
EbookFoundation/free-programming-books/.github/workflows/main.yml/e59e9e0717dab9126146dd745cd4fca7860eba9c,pro,2.0,2.0,False
EbookFoundation/free-programming-books/.github/workflows/main.yml/e59e9e0717dab9126146dd745cd4fca7860eba9c,flash,3.0,3.0,False
electron/electron/.github/workflows/scorecards.yml/05577d0903e18df1d431625376ac8b99aa28f209,gold,36.0,3.0,False
electron/electron/.github/workflows/scorecards.yml/05577d0903e18df1d431625376ac8b99aa28f209,pro,44.0,6.0,False
electron/electron/.github/workflows/scorecards.yml/05577d0903e18df1d431625376ac8b99aa28f209,flash,56.0,6.0,False
encode/django-rest-framework/.github/workflows/main.yml/fd017d00f938c6629d2eeb1b4d81716dff6d006e,gold,0.0,0.0,True
encode/django-rest-framework/.github/workflows/main.yml/fd017d00f938c6629d2eeb1b4d81716dff6d006e,pro,1.0,1.0,False
encode/django-rest-framework/.github/workflows/main.yml/fd017d00f938c6629d2eeb1b4d81716dff6d006e,flash,1.0,1.0,False
etcd-io/etcd/.github/workflows/codeql-analysis.yml/a18cf56d8d00b243946adaadb520c31da01eabe3,gold,4.0,1.0,False
etcd-io/etcd/.github/workflows/codeql-analysis.yml/a18cf56d8d00b243946adaadb520c31da01eabe3,pro,0.0,0.0,True
etcd-io/etcd/.github/workflows/codeql-analysis.yml/a18cf56d8d00b243946adaadb520c31da01eabe3,flash,4.0,2.0,False
ethereum/go-ethereum/.github/workflows/validate_pr.yml/a9ac2755886299eb200e9725c6412f7bfca83246,gold,8.0,1.0,False
ethereum/go-ethereum/.github/workflows/validate_pr.yml/a9ac2755886299eb200e9725c6412f7bfca83246,pro,11.0,4.0,False
ethereum/go-ethereum/.github/workflows/validate_pr.yml/a9ac2755886299eb200e9725c6412f7bfca83246,flash,10.0,3.0,False
eugeny/tabby/.github/workflows/build.yml/f4eacc1d66060131887c54df53a97e4b6f2a6765,gold,5.0,1.0,False
eugeny/tabby/.github/workflows/build.yml/f4eacc1d66060131887c54df53a97e4b6f2a6765,pro,0.0,0.0,True
eugeny/tabby/.github/workflows/build.yml/f4eacc1d66060131887c54df53a97e4b6f2a6765,flash,0.0,0.0,True
evanw/esbuild/.github/workflows/ci.yml/285cb89e866ccedf4a39f46864903f8a519c3238,gold,21.0,1.0,False
evanw/esbuild/.github/workflows/ci.yml/285cb89e866ccedf4a39f46864903f8a519c3238,pro,1.0,1.0,False
evanw/esbuild/.github/workflows/ci.yml/285cb89e866ccedf4a39f46864903f8a519c3238,flash,0.0,0.0,True
excalidraw/excalidraw/.github/workflows/autorelease-excalidraw.yml/5662c5141d8048dd87525719b523de590f8b521f,gold,15.0,2.0,False
excalidraw/excalidraw/.github/workflows/autorelease-excalidraw.yml/5662c5141d8048dd87525719b523de590f8b521f,pro,0.0,0.0,True
excalidraw/excalidraw/.github/workflows/autorelease-excalidraw.yml/5662c5141d8048dd87525719b523de590f8b521f,flash,1.0,1.0,False
exelban/stats/.github/workflows/build.yaml/45e8165fc5f36ca0c78f439f06a06d69fb4b82d4,gold,3.0,1.0,False
exelban/stats/.github/workflows/build.yaml/45e8165fc5f36ca0c78f439f06a06d69fb4b82d4,pro,0.0,0.0,True
exelban/stats/.github/workflows/build.yaml/45e8165fc5f36ca0c78f439f06a06d69fb4b82d4,flash,0.0,0.0,True
explosion/spacy/.github/workflows/tests.yml/6f3a71999ee04052ed7380185fbb401421fefa7b,gold,5.0,1.0,False
explosion/spacy/.github/workflows/tests.yml/6f3a71999ee04052ed7380185fbb401421fefa7b,pro,2.0,2.0,False
explosion/spacy/.github/workflows/tests.yml/6f3a71999ee04052ed7380185fbb401421fefa7b,flash,5.0,2.0,False
expressjs/express/.github/workflows/ci.yml/c7d528cdc00c2b1b8a40e89b607d73247c602d8c,gold,0.0,0.0,True
expressjs/express/.github/workflows/ci.yml/c7d528cdc00c2b1b8a40e89b607d73247c602d8c,pro,2.0,2.0,False
expressjs/express/.github/workflows/ci.yml/c7d528cdc00c2b1b8a40e89b607d73247c602d8c,flash,1.0,1.0,False
f/awesome-chatgpt-prompts/.github/workflows/csv_linter.yml/125616d0b21ae4dbc258a29a42c48a6db4362f29,gold,8.0,1.0,False
f/awesome-chatgpt-prompts/.github/workflows/csv_linter.yml/125616d0b21ae4dbc258a29a42c48a6db4362f29,pro,3.0,2.0,False
f/awesome-chatgpt-prompts/.github/workflows/csv_linter.yml/125616d0b21ae4dbc258a29a42c48a6db4362f29,flash,5.0,1.0,False
fabricjs/fabric.js/.github/workflows/changelog_check_and_create.yml/581924e3ed4eff803e24d97d8172df3c4061f3c5,gold,2.0,2.0,False
fabricjs/fabric.js/.github/workflows/changelog_check_and_create.yml/581924e3ed4eff803e24d97d8172df3c4061f3c5,pro,2.0,2.0,False
fabricjs/fabric.js/.github/workflows/changelog_check_and_create.yml/581924e3ed4eff803e24d97d8172df3c4061f3c5,flash,9.0,6.0,False
facebook/create-react-app/.github/workflows/build-and-test.yml/0a827f69ab0d2ee3871ba9b71350031d8a81b7ae,gold,8.0,1.0,False
facebook/create-react-app/.github/workflows/build-and-test.yml/0a827f69ab0d2ee3871ba9b71350031d8a81b7ae,pro,0.0,0.0,True
facebook/create-react-app/.github/workflows/build-and-test.yml/0a827f69ab0d2ee3871ba9b71350031d8a81b7ae,flash,0.0,0.0,True
facebook/folly/.github/workflows/TagIt.yml/cad3b5cf327160f6f388fe276c519e8af76365c2,gold,0.0,0.0,True
facebook/folly/.github/workflows/TagIt.yml/cad3b5cf327160f6f388fe276c519e8af76365c2,pro,3.0,1.0,False
facebook/folly/.github/workflows/TagIt.yml/cad3b5cf327160f6f388fe276c519e8af76365c2,flash,19.0,3.0,False
facebook/rocksdb/.github/workflows/pr-jobs.yml/106058c076e44d9dbe3404b1f15428a28531915e,gold,35.0,1.0,False
facebook/rocksdb/.github/workflows/pr-jobs.yml/106058c076e44d9dbe3404b1f15428a28531915e,pro,20.0,2.0,False
facebook/rocksdb/.github/workflows/pr-jobs.yml/106058c076e44d9dbe3404b1f15428a28531915e,flash,20.0,1.0,False
facebookresearch/detectron2/.github/workflows/workflow.yml/23c9732d8cec016db80e336aeaff07587264fc16,gold,12.0,4.0,False
facebookresearch/detectron2/.github/workflows/workflow.yml/23c9732d8cec016db80e336aeaff07587264fc16,pro,6.0,2.0,False
facebookresearch/detectron2/.github/workflows/workflow.yml/23c9732d8cec016db80e336aeaff07587264fc16,flash,5.0,3.0,False
facebookresearch/fairseq/.github/workflows/depreview.yml/d9a627082fd03ec72a27a31a4e56289bfcb2e4e4,gold,14.0,2.0,False
facebookresearch/fairseq/.github/workflows/depreview.yml/d9a627082fd03ec72a27a31a4e56289bfcb2e4e4,pro,0.0,0.0,True
facebookresearch/fairseq/.github/workflows/depreview.yml/d9a627082fd03ec72a27a31a4e56289bfcb2e4e4,flash,0.0,0.0,True
facebookresearch/faiss/.github/workflows/build-release.yml/0d568bc400f49598d2306ae6617bdecb955cf88b,gold,20.0,3.0,False
facebookresearch/faiss/.github/workflows/build-release.yml/0d568bc400f49598d2306ae6617bdecb955cf88b,pro,14.0,2.0,False
facebookresearch/faiss/.github/workflows/build-release.yml/0d568bc400f49598d2306ae6617bdecb955cf88b,flash,14.0,2.0,False
faif/python-patterns/.github/workflows/lint_python.yml/6bb4e6d6280aba486723f56dcd8a256f895ee518,gold,7.0,1.0,False
faif/python-patterns/.github/workflows/lint_python.yml/6bb4e6d6280aba486723f56dcd8a256f895ee518,pro,0.0,0.0,True
faif/python-patterns/.github/workflows/lint_python.yml/6bb4e6d6280aba486723f56dcd8a256f895ee518,flash,1.0,1.0,False
fastapi/fastapi/.github/workflows/deploy-docs.yml/9ce50b4684e3b43e9cdffe48abec893aca1a7955,gold,0.0,0.0,True
fastapi/fastapi/.github/workflows/deploy-docs.yml/9ce50b4684e3b43e9cdffe48abec893aca1a7955,pro,2.0,2.0,False
fastapi/fastapi/.github/workflows/deploy-docs.yml/9ce50b4684e3b43e9cdffe48abec893aca1a7955,flash,7.0,3.0,False
fastapi/full-stack-fastapi-template/.github/workflows/deploy-production.yml/b9cbb4f8f44ddfa850a0c50ba4d33eb6760000e4,gold,2.0,1.0,False
fastapi/full-stack-fastapi-template/.github/workflows/deploy-production.yml/b9cbb4f8f44ddfa850a0c50ba4d33eb6760000e4,pro,3.0,2.0,False
fastapi/full-stack-fastapi-template/.github/workflows/deploy-production.yml/b9cbb4f8f44ddfa850a0c50ba4d33eb6760000e4,flash,4.0,3.0,False
fastify/fastify/.github/workflows/benchmark-parser.yml/4a3530ff73cece82bb023e36306c199fcbd86768,gold,1.0,1.0,False
fastify/fastify/.github/workflows/benchmark-parser.yml/4a3530ff73cece82bb023e36306c199fcbd86768,pro,0.0,0.0,True
fastify/fastify/.github/workflows/benchmark-parser.yml/4a3530ff73cece82bb023e36306c199fcbd86768,flash,0.0,0.0,True
fastlane/fastlane/.github/workflows/version_bump.yml/1aeabb877757512493603f1b7141cd800103fc35,gold,0.0,0.0,True
fastlane/fastlane/.github/workflows/version_bump.yml/1aeabb877757512493603f1b7141cd800103fc35,pro,0.0,0.0,True
fastlane/fastlane/.github/workflows/version_bump.yml/1aeabb877757512493603f1b7141cd800103fc35,flash,1.0,1.0,False
fatedier/frp/.github/workflows/golangci-lint.yml/a301046f3dd728ef088843680b7fd13800ff1ba0,gold,0.0,0.0,True
fatedier/frp/.github/workflows/golangci-lint.yml/a301046f3dd728ef088843680b7fd13800ff1ba0,pro,0.0,0.0,True
fatedier/frp/.github/workflows/golangci-lint.yml/a301046f3dd728ef088843680b7fd13800ff1ba0,flash,0.0,0.0,True
filebrowser/filebrowser/.github/workflows/main.yaml/0f96031d6f3d2c578ad837a53ffc3e14e2dc618e,gold,0.0,0.0,True
filebrowser/filebrowser/.github/workflows/main.yaml/0f96031d6f3d2c578ad837a53ffc3e14e2dc618e,pro,0.0,0.0,True
filebrowser/filebrowser/.github/workflows/main.yaml/0f96031d6f3d2c578ad837a53ffc3e14e2dc618e,flash,0.0,0.0,True
files-community/files/.github/workflows/deploy-preview.yml/20e04d025de7969274e332ce3169791f2cbacf13,gold,0.0,0.0,True
files-community/files/.github/workflows/deploy-preview.yml/20e04d025de7969274e332ce3169791f2cbacf13,pro,1.0,1.0,False
files-community/files/.github/workflows/deploy-preview.yml/20e04d025de7969274e332ce3169791f2cbacf13,flash,1.0,1.0,False
firecracker-microvm/firecracker/.github/workflows/trigger_ab_tests.yml/11f2d43d4a41fbdc14ab97cd365d3c9c054034f8,gold,2.0,1.0,False
